year,lgID,tmID,oppID,W,L,T,OTL
1993,NHL,ANA,PHI,2,0,0,
1993,NHL,ANA,PIT,0,1,1,
1993,NHL,ANA,QUE,1,1,0,
1993,NHL,ANA,SJS,0,6,0,
1993,NHL,ANA,STL,2,2,0,
1993,NHL,ANA,TBL,1,1,0,
1993,NHL,ANA,TOR,2,1,1,
1993,NHL,ANA,VAN,3,3,0,
1993,NHL,ANA,WAS,0,2,0,
1993,NHL,ANA,WIN,4,0,0,
1993,NHL,BOS,ANA,1,0,1,
1993,NHL,BOS,BUF,1,3,1,
1993,NHL,BOS,CAL,1,0,1,
1993,NHL,BOS,CHI,1,1,0,
1993,NHL,BOS,DAL,1,0,1,
1993,NHL,BOS,DET,0,2,0,
1993,NHL,BOS,EDM,2,0,0,
1993,NHL,BOS,FLO,2,1,1,
1993,NHL,BOS,HAR,3,1,1,
1993,NHL,BOS,LAK,2,0,0,
1993,NHL,BOS,MTL,1,2,2,
1993,NHL,BOS,NJD,2,2,0,
1993,NHL,BOS,NYI,4,0,0,
1993,NHL,BOS,NYR,2,1,1,
1993,NHL,BOS,OTT,5,0,0,
1993,NHL,BOS,PHI,2,2,1,
1993,NHL,BOS,PIT,0,6,0,
1993,NHL,BOS,QUE,4,1,0,
1993,NHL,BOS,SJS,1,0,1,
1993,NHL,BOS,STL,0,2,0,
1993,NHL,BOS,TBL,1,1,2,
1993,NHL,BOS,TOR,0,2,0,
1993,NHL,BOS,VAN,0,2,0,
1993,NHL,BOS,WAS,4,0,0,
1993,NHL,BOS,WIN,2,0,0,
1993,NHL,BUF,ANA,2,0,0,
1993,NHL,BUF,BOS,3,1,1,
1993,NHL,BUF,CAL,2,0,0,
1993,NHL,BUF,CHI,1,1,0,
1993,NHL,BUF,DAL,1,1,0,
1993,NHL,BUF,DET,1,1,0,
1993,NHL,BUF,EDM,1,0,1,
1993,NHL,BUF,FLO,2,2,0,
1993,NHL,BUF,HAR,3,1,1,
1993,NHL,BUF,LAK,2,0,0,
1993,NHL,BUF,MTL,4,1,0,
1993,NHL,BUF,NJD,1,3,0,
1993,NHL,BUF,NYI,2,2,1,
1993,NHL,BUF,NYR,1,3,0,
1993,NHL,BUF,OTT,5,0,0,
1993,NHL,BUF,PHI,1,3,0,
1993,NHL,BUF,PIT,1,5,0,
1993,NHL,BUF,QUE,3,1,1,
1993,NHL,BUF,SJS,1,0,1,
1993,NHL,BUF,STL,0,2,0,
1993,NHL,BUF,TBL,1,2,1,
1993,NHL,BUF,TOR,1,0,1,
1993,NHL,BUF,VAN,2,0,0,
1993,NHL,BUF,WAS,1,2,1,
1993,NHL,BUF,WIN,1,1,0,
1993,NHL,CAL,ANA,4,1,1,
1993,NHL,CAL,BOS,0,1,1,
1993,NHL,CAL,BUF,0,2,0,
1993,NHL,CAL,CHI,0,4,0,
1993,NHL,CAL,DAL,0,3,1,
1993,NHL,CAL,DET,1,2,1,
1993,NHL,CAL,EDM,5,1,0,
1993,NHL,CAL,FLO,1,1,0,
1993,NHL,CAL,HAR,2,0,0,
1993,NHL,CAL,LAK,3,3,1,
1993,NHL,CAL,MTL,1,1,0,
1993,NHL,CAL,NJD,0,1,1,
1993,NHL,CAL,NYI,1,1,0,
1993,NHL,CAL,NYR,1,0,1,
1993,NHL,CAL,OTT,2,0,0,
1993,NHL,CAL,PHI,2,0,0,
1993,NHL,CAL,PIT,1,0,1,
1993,NHL,CAL,QUE,1,0,1,
1993,NHL,CAL,SJS,4,1,1,
1993,NHL,CAL,STL,0,3,1,
1993,NHL,CAL,TBL,1,1,0,
1993,NHL,CAL,TOR,3,1,0,
1993,NHL,CAL,VAN,4,2,1,
1993,NHL,CAL,WAS,1,0,1,
1993,NHL,CAL,WIN,4,0,0,
1993,NHL,CHI,ANA,4,1,0,
1993,NHL,CHI,BOS,1,1,0,
1993,NHL,CHI,BUF,1,1,0,
1993,NHL,CHI,CAL,4,0,0,
1993,NHL,CHI,DAL,3,2,1,
1993,NHL,CHI,DET,2,4,0,
1993,NHL,CHI,EDM,3,1,0,
1993,NHL,CHI,FLO,1,0,1,
1993,NHL,CHI,HAR,0,2,0,
1993,NHL,CHI,LAK,2,1,1,
1993,NHL,CHI,MTL,0,1,1,
1993,NHL,CHI,NJD,0,0,2,
1993,NHL,CHI,NYI,1,0,1,
1993,NHL,CHI,NYR,1,1,0,
1993,NHL,CHI,OTT,1,0,1,
1993,NHL,CHI,PHI,0,1,1,
1993,NHL,CHI,PIT,1,1,0,
1993,NHL,CHI,QUE,1,1,0,
1993,NHL,CHI,SJS,2,3,0,
1993,NHL,CHI,STL,2,4,0,
1993,NHL,CHI,TBL,1,1,0,
1993,NHL,CHI,TOR,3,3,0,
1993,NHL,CHI,VAN,1,3,0,
1993,NHL,CHI,WAS,0,2,0,
1993,NHL,CHI,WIN,4,2,0,
1993,NHL,DAL,ANA,2,3,0,
1993,NHL,DAL,BOS,0,1,1,
1993,NHL,DAL,BUF,1,1,0,
1993,NHL,DAL,CAL,3,0,1,
1993,NHL,DAL,CHI,2,3,1,
1993,NHL,DAL,DET,3,3,0,
1993,NHL,DAL,EDM,4,0,0,
1993,NHL,DAL,FLO,1,0,1,
1993,NHL,DAL,HAR,1,0,1,
1993,NHL,DAL,LAK,3,0,1,
1993,NHL,DAL,MTL,0,1,1,
1993,NHL,DAL,NJD,0,2,0,
1993,NHL,DAL,NYI,0,1,1,
1993,NHL,DAL,NYR,1,1,0,
1993,NHL,DAL,OTT,2,1,0,
1993,NHL,DAL,PHI,2,0,0,
1993,NHL,DAL,PIT,2,0,0,
1993,NHL,DAL,QUE,0,2,0,
1993,NHL,DAL,SJS,2,2,0,
1993,NHL,DAL,STL,3,2,1,
1993,NHL,DAL,TBL,1,0,1,
1993,NHL,DAL,TOR,1,4,1,
1993,NHL,DAL,VAN,3,1,0,
1993,NHL,DAL,WAS,2,0,0,
1993,NHL,DAL,WIN,3,1,2,
1993,NHL,DET,ANA,3,0,1,
1993,NHL,DET,BOS,2,0,0,
1993,NHL,DET,BUF,1,1,0,
1993,NHL,DET,CAL,2,1,1,
1993,NHL,DET,CHI,4,2,0,
1993,NHL,DET,DAL,3,3,0,
1993,NHL,DET,EDM,1,3,0,
1993,NHL,DET,FLO,2,0,0,
1993,NHL,DET,HAR,2,1,0,
1993,NHL,DET,LAK,2,1,1,
1993,NHL,DET,MTL,1,1,0,
1993,NHL,DET,NJD,1,1,0,
1993,NHL,DET,NYI,1,1,0,
1993,NHL,DET,NYR,2,0,0,
1993,NHL,DET,OTT,1,1,0,
1993,NHL,DET,PHI,2,0,0,
1993,NHL,DET,PIT,1,1,0,
1993,NHL,DET,QUE,1,1,0,
1993,NHL,DET,SJS,3,1,0,
1993,NHL,DET,STL,2,1,3,
1993,NHL,DET,TBL,2,1,0,
1993,NHL,DET,TOR,1,4,1,
1993,NHL,DET,VAN,3,1,0,
1993,NHL,DET,WAS,0,1,1,
1993,NHL,DET,WIN,3,3,0,
1993,NHL,EDM,ANA,1,5,0,
1993,NHL,EDM,BOS,0,2,0,
1993,NHL,EDM,BUF,0,1,1,
1993,NHL,EDM,CAL,1,5,0,
1993,NHL,EDM,CHI,1,3,0,
1993,NHL,EDM,DAL,0,4,0,
1993,NHL,EDM,DET,3,1,0,
1993,NHL,EDM,FLO,0,1,1,
1993,NHL,EDM,HAR,0,1,1,
1993,NHL,EDM,LAK,2,2,3,
1993,NHL,EDM,MTL,1,1,0,
1993,NHL,EDM,NJD,0,1,1,
1993,NHL,EDM,NYI,1,0,1,
1993,NHL,EDM,NYR,0,1,1,
1993,NHL,EDM,OTT,0,2,0,
1993,NHL,EDM,PHI,2,0,0,
1993,NHL,EDM,PIT,1,1,0,
1993,NHL,EDM,QUE,2,0,0,
1993,NHL,EDM,SJS,2,2,2,
1993,NHL,EDM,STL,0,4,0,
1993,NHL,EDM,TBL,1,0,1,
1993,NHL,EDM,TOR,1,2,1,
1993,NHL,EDM,VAN,3,4,0,
1993,NHL,EDM,WAS,0,1,1,
1993,NHL,EDM,WIN,3,1,0,
1993,NHL,FLO,ANA,2,0,0,
1993,NHL,FLO,BOS,1,2,1,
1993,NHL,FLO,BUF,2,2,0,
1993,NHL,FLO,CAL,1,1,0,
1993,NHL,FLO,CHI,0,1,1,
1993,NHL,FLO,DAL,0,1,1,
1993,NHL,FLO,DET,0,2,0,
1993,NHL,FLO,EDM,1,0,1,
1993,NHL,FLO,HAR,1,3,0,
1993,NHL,FLO,LAK,1,0,1,
1993,NHL,FLO,MTL,3,0,1,
1993,NHL,FLO,NJD,0,3,2,
1993,NHL,FLO,NYI,5,0,0,
1993,NHL,FLO,NYR,2,3,0,
1993,NHL,FLO,OTT,3,0,1,
1993,NHL,FLO,PHI,1,3,1,
1993,NHL,FLO,PIT,0,3,1,
1993,NHL,FLO,QUE,1,2,1,
1993,NHL,FLO,SJS,0,1,1,
1993,NHL,FLO,STL,0,2,0,
1993,NHL,FLO,TBL,3,0,2,
1993,NHL,FLO,TOR,0,2,1,
1993,NHL,FLO,VAN,2,0,0,
1993,NHL,FLO,WAS,2,2,1,
1993,NHL,FLO,WIN,2,1,0,
1993,NHL,HAR,ANA,0,2,0,
1993,NHL,HAR,BOS,1,3,1,
1993,NHL,HAR,BUF,1,3,1,
1993,NHL,HAR,CAL,0,2,0,
1993,NHL,HAR,CHI,2,0,0,
1993,NHL,HAR,DAL,0,1,1,
1993,NHL,HAR,DET,1,2,0,
1993,NHL,HAR,EDM,1,0,1,
1993,NHL,HAR,FLO,3,1,0,
1993,NHL,HAR,LAK,0,2,0,
1993,NHL,HAR,MTL,1,4,0,
1993,NHL,HAR,NJD,1,2,1,
1993,NHL,HAR,NYI,2,1,1,
1993,NHL,HAR,NYR,1,3,0,
1993,NHL,HAR,OTT,4,0,1,
1993,NHL,HAR,PHI,1,3,0,
1993,NHL,HAR,PIT,1,4,0,
1993,NHL,HAR,QUE,1,4,0,
1993,NHL,HAR,SJS,0,2,0,
1993,NHL,HAR,STL,0,3,0,
1993,NHL,HAR,TBL,2,2,0,
1993,NHL,HAR,TOR,0,1,1,
1993,NHL,HAR,VAN,1,1,0,
1993,NHL,HAR,WAS,2,2,0,
1993,NHL,HAR,WIN,1,0,1,
1993,NHL,LAK,ANA,4,2,0,
1993,NHL,LAK,BOS,0,2,0,
1993,NHL,LAK,BUF,0,2,0,
1993,NHL,LAK,CAL,3,3,1,
1993,NHL,LAK,CHI,1,2,1,
1993,NHL,LAK,DAL,0,3,1,
1993,NHL,LAK,DET,1,2,1,
1993,NHL,LAK,EDM,2,2,3,
1993,NHL,LAK,FLO,0,1,1,
1993,NHL,LAK,HAR,2,0,0,
1993,NHL,LAK,MTL,0,1,1,
1993,NHL,LAK,NJD,2,0,0,
1993,NHL,LAK,NYI,1,1,0,
1993,NHL,LAK,NYR,0,2,0,
1993,NHL,LAK,OTT,1,1,0,
1993,NHL,LAK,PHI,0,2,0,
1993,NHL,LAK,PIT,1,1,0,
1993,NHL,LAK,QUE,1,1,0,
1993,NHL,LAK,SJS,2,2,2,
1993,NHL,LAK,STL,2,2,0,
1993,NHL,LAK,TBL,1,1,0,
1993,NHL,LAK,TOR,1,3,0,
1993,NHL,LAK,VAN,1,5,0,
1993,NHL,LAK,WAS,0,2,0,
1993,NHL,LAK,WIN,1,2,1,
1993,NHL,MTL,ANA,2,0,0,
1993,NHL,MTL,BOS,2,1,2,
1993,NHL,MTL,BUF,1,4,0,
1993,NHL,MTL,CAL,1,1,0,
1993,NHL,MTL,CHI,1,0,1,
1993,NHL,MTL,DAL,1,0,1,
1993,NHL,MTL,DET,1,1,0,
1993,NHL,MTL,EDM,1,1,0,
1993,NHL,MTL,FLO,0,3,1,
1993,NHL,MTL,HAR,4,1,0,
1993,NHL,MTL,LAK,1,0,1,
1993,NHL,MTL,NJD,2,2,0,
1993,NHL,MTL,NYI,0,4,1,
1993,NHL,MTL,NYR,2,1,1,
1993,NHL,MTL,OTT,3,2,0,
1993,NHL,MTL,PHI,1,2,1,
1993,NHL,MTL,PIT,3,1,1,
1993,NHL,MTL,QUE,4,1,1,
1993,NHL,MTL,SJS,1,0,1,
1993,NHL,MTL,STL,2,0,0,
1993,NHL,MTL,TBL,1,2,1,
1993,NHL,MTL,TOR,2,0,0,
1993,NHL,MTL,VAN,2,0,0,
1993,NHL,MTL,WAS,2,1,1,
1993,NHL,MTL,WIN,1,1,0,
1993,NHL,NJD,ANA,2,0,0,
1993,NHL,NJD,BOS,2,2,0,
1993,NHL,NJD,BUF,3,1,0,
1993,NHL,NJD,CAL,1,0,1,
1993,NHL,NJD,CHI,0,0,2,
1993,NHL,NJD,DAL,2,0,0,
1993,NHL,NJD,DET,1,1,0,
1993,NHL,NJD,EDM,1,0,1,
1993,NHL,NJD,FLO,3,0,2,
1993,NHL,NJD,HAR,2,1,1,
1993,NHL,NJD,LAK,0,2,0,
1993,NHL,NJD,MTL,2,2,0,
1993,NHL,NJD,NYI,3,2,0,
1993,NHL,NJD,NYR,0,6,0,
1993,NHL,NJD,OTT,4,0,0,
1993,NHL,NJD,PHI,4,1,0,
1993,NHL,NJD,PIT,2,1,1,
1993,NHL,NJD,QUE,2,1,2,
1993,NHL,NJD,SJS,1,1,0,
1993,NHL,NJD,STL,1,0,1,
1993,NHL,NJD,TBL,4,0,1,
1993,NHL,NJD,TOR,1,1,0,
1993,NHL,NJD,VAN,1,1,0,
1993,NHL,NJD,WAS,3,2,0,
1993,NHL,NJD,WIN,2,0,0,
1993,NHL,NYI,ANA,1,1,0,
1993,NHL,NYI,BOS,0,4,0,
1993,NHL,NYI,BUF,2,2,1,
1993,NHL,NYI,CAL,1,1,0,
1993,NHL,NYI,CHI,0,1,1,
1993,NHL,NYI,DAL,1,0,1,
1993,NHL,NYI,DET,1,1,0,
1993,NHL,NYI,EDM,0,1,1,
1993,NHL,NYI,FLO,0,5,0,
1993,NHL,NYI,HAR,1,2,1,
1993,NHL,NYI,LAK,1,1,0,
1993,NHL,NYI,MTL,4,0,1,
1993,NHL,NYI,NJD,2,3,0,
1993,NHL,NYI,NYR,2,1,2,
1993,NHL,NYI,OTT,2,0,2,
1993,NHL,NYI,PHI,3,2,0,
1993,NHL,NYI,PIT,2,2,0,
1993,NHL,NYI,QUE,2,2,0,
1993,NHL,NYI,SJS,1,1,0,
1993,NHL,NYI,STL,1,0,1,
1993,NHL,NYI,TBL,4,1,0,
1993,NHL,NYI,TOR,1,1,0,
1993,NHL,NYI,VAN,0,2,0,
1993,NHL,NYI,WAS,3,1,1,
1993,NHL,NYI,WIN,1,1,0,
1993,NHL,NYR,ANA,0,2,0,
1993,NHL,NYR,BOS,1,2,1,
1993,NHL,NYR,BUF,3,1,0,
1993,NHL,NYR,CAL,0,1,1,
1993,NHL,NYR,CHI,1,1,0,
1993,NHL,NYR,DAL,1,1,0,
1993,NHL,NYR,DET,0,2,0,
1993,NHL,NYR,EDM,1,0,1,
1993,NHL,NYR,FLO,3,2,0,
1993,NHL,NYR,HAR,3,1,0,
1993,NHL,NYR,LAK,2,0,0,
1993,NHL,NYR,MTL,1,2,1,
1993,NHL,NYR,NJD,6,0,0,
1993,NHL,NYR,NYI,1,2,2,
1993,NHL,NYR,OTT,4,0,0,
1993,NHL,NYR,PHI,3,1,1,
1993,NHL,NYR,PIT,2,2,0,
1993,NHL,NYR,QUE,4,0,0,
1993,NHL,NYR,SJS,1,0,1,
1993,NHL,NYR,STL,2,0,0,
1993,NHL,NYR,TBL,3,2,0,
1993,NHL,NYR,TOR,2,0,0,
1993,NHL,NYR,VAN,2,0,0,
1993,NHL,NYR,WAS,5,1,0,
1993,NHL,NYR,WIN,1,1,0,
1993,NHL,OTT,ANA,1,1,0,
1993,NHL,OTT,BOS,0,5,0,
1993,NHL,OTT,BUF,0,5,0,
1993,NHL,OTT,CAL,0,2,0,
1993,NHL,OTT,CHI,0,1,1,
1993,NHL,OTT,DAL,1,2,0,
1993,NHL,OTT,DET,1,1,0,
1993,NHL,OTT,EDM,2,0,0,
1993,NHL,OTT,FLO,0,3,1,
1993,NHL,OTT,HAR,0,4,1,
1993,NHL,OTT,LAK,1,1,0,
1993,NHL,OTT,MTL,2,3,0,
1993,NHL,OTT,NJD,0,4,0,
1993,NHL,OTT,NYI,0,2,2,
1993,NHL,OTT,NYR,0,4,0,
1993,NHL,OTT,PHI,0,3,1,
1993,NHL,OTT,PIT,0,4,1,
1993,NHL,OTT,QUE,2,2,1,
1993,NHL,OTT,SJS,2,0,0,
1993,NHL,OTT,STL,0,2,0,
1993,NHL,OTT,TBL,0,4,0,
1993,NHL,OTT,TOR,0,2,0,
1993,NHL,OTT,VAN,0,1,1,
1993,NHL,OTT,WAS,1,3,0,
1993,NHL,OTT,WIN,1,2,0,
1993,NHL,PHI,ANA,0,2,0,
1993,NHL,PHI,BOS,2,2,1,
1993,NHL,PHI,BUF,3,1,0,
1993,NHL,PHI,CAL,0,2,0,
1993,NHL,PHI,CHI,1,0,1,
1993,NHL,PHI,DAL,0,2,0,
1993,NHL,PHI,DET,0,2,0,
1993,NHL,PHI,EDM,0,2,0,
1993,NHL,PHI,FLO,3,1,1,
1993,NHL,PHI,HAR,3,1,0,
1993,NHL,PHI,LAK,2,0,0,
1993,NHL,PHI,MTL,2,1,1,
1993,NHL,PHI,NJD,1,4,0,
1993,NHL,PHI,NYI,2,3,0,
1993,NHL,PHI,NYR,1,3,1,
1993,NHL,PHI,OTT,3,0,1,
1993,NHL,PHI,PIT,1,2,1,
1993,NHL,PHI,QUE,3,1,0,
1993,NHL,PHI,SJS,1,1,0,
1993,NHL,PHI,STL,2,0,0,
1993,NHL,PHI,TBL,3,1,1,
1993,NHL,PHI,TOR,0,2,0,
1993,NHL,PHI,VAN,1,1,0,
1993,NHL,PHI,WAS,1,4,1,
1993,NHL,PHI,WIN,0,1,1,
1993,NHL,PIT,ANA,1,0,1,
1993,NHL,PIT,BOS,6,0,0,
1993,NHL,PIT,BUF,5,1,0,
1993,NHL,PIT,CAL,0,1,1,
1993,NHL,PIT,CHI,1,1,0,
1993,NHL,PIT,DAL,0,2,0,
1993,NHL,PIT,DET,1,1,0,
1993,NHL,PIT,EDM,1,1,0,
1993,NHL,PIT,FLO,3,0,1,
1993,NHL,PIT,HAR,4,1,0,
1993,NHL,PIT,LAK,1,1,0,
1993,NHL,PIT,MTL,1,3,1,
1993,NHL,PIT,NJD,1,2,1,
1993,NHL,PIT,NYI,2,2,0,
1993,NHL,PIT,NYR,2,2,0,
1993,NHL,PIT,OTT,4,0,1,
1993,NHL,PIT,PHI,2,1,1,
1993,NHL,PIT,QUE,1,4,0,
1993,NHL,PIT,SJS,0,0,2,
1993,NHL,PIT,STL,0,0,2,
1993,NHL,PIT,TBL,3,1,0,
1993,NHL,PIT,TOR,0,1,1,
1993,NHL,PIT,VAN,2,0,0,
1993,NHL,PIT,WAS,1,2,1,
1993,NHL,PIT,WIN,2,0,0,
1993,NHL,QUE,ANA,1,1,0,
1993,NHL,QUE,BOS,1,4,0,
1993,NHL,QUE,BUF,1,3,1,
1993,NHL,QUE,CAL,0,1,1,
1993,NHL,QUE,CHI,1,1,0,
1993,NHL,QUE,DAL,2,0,0,
1993,NHL,QUE,DET,1,1,0,
1993,NHL,QUE,EDM,0,2,0,
1993,NHL,QUE,FLO,2,1,1,
1993,NHL,QUE,HAR,4,1,0,
1993,NHL,QUE,LAK,1,1,0,
1993,NHL,QUE,MTL,1,4,1,
1993,NHL,QUE,NJD,1,2,2,
1993,NHL,QUE,NYI,2,2,0,
1993,NHL,QUE,NYR,0,4,0,
1993,NHL,QUE,OTT,2,2,1,
1993,NHL,QUE,PHI,1,3,0,
1993,NHL,QUE,PIT,4,1,0,
1993,NHL,QUE,SJS,2,0,0,
1993,NHL,QUE,STL,2,0,0,
1993,NHL,QUE,TBL,1,3,0,
1993,NHL,QUE,TOR,1,1,0,
1993,NHL,QUE,VAN,1,1,0,
1993,NHL,QUE,WAS,2,2,0,
1993,NHL,QUE,WIN,0,1,1,
1993,NHL,SJS,ANA,6,0,0,
1993,NHL,SJS,BOS,0,1,1,
1993,NHL,SJS,BUF,0,1,1,
1993,NHL,SJS,CAL,1,4,1,
1993,NHL,SJS,CHI,3,2,0,
1993,NHL,SJS,DAL,2,2,0,
1993,NHL,SJS,DET,1,3,0,
1993,NHL,SJS,EDM,2,2,2,
1993,NHL,SJS,FLO,1,0,1,
1993,NHL,SJS,HAR,2,0,0,
1993,NHL,SJS,LAK,2,2,2,
1993,NHL,SJS,MTL,0,1,1,
1993,NHL,SJS,NJD,1,1,0,
1993,NHL,SJS,NYI,1,1,0,
1993,NHL,SJS,NYR,0,1,1,
1993,NHL,SJS,OTT,0,2,0,
1993,NHL,SJS,PHI,1,1,0,
1993,NHL,SJS,PIT,0,0,2,
1993,NHL,SJS,QUE,0,2,0,
1993,NHL,SJS,STL,1,4,0,
1993,NHL,SJS,TBL,1,1,0,
1993,NHL,SJS,TOR,2,0,2,
1993,NHL,SJS,VAN,3,3,0,
1993,NHL,SJS,WAS,1,1,0,
1993,NHL,SJS,WIN,2,0,2,
1993,NHL,STL,ANA,2,2,0,
1993,NHL,STL,BOS,2,0,0,
1993,NHL,STL,BUF,2,0,0,
1993,NHL,STL,CAL,3,0,1,
1993,NHL,STL,CHI,4,2,0,
1993,NHL,STL,DAL,2,3,1,
1993,NHL,STL,DET,1,2,3,
1993,NHL,STL,EDM,4,0,0,
1993,NHL,STL,FLO,2,0,0,
1993,NHL,STL,HAR,3,0,0,
1993,NHL,STL,LAK,2,2,0,
1993,NHL,STL,MTL,0,2,0,
1993,NHL,STL,NJD,0,1,1,
1993,NHL,STL,NYI,0,1,1,
1993,NHL,STL,NYR,0,2,0,
1993,NHL,STL,OTT,2,0,0,
1993,NHL,STL,PHI,0,2,0,
1993,NHL,STL,PIT,0,0,2,
1993,NHL,STL,QUE,0,2,0,
1993,NHL,STL,SJS,4,1,0,
1993,NHL,STL,TBL,1,1,0,
1993,NHL,STL,TOR,2,3,1,
1993,NHL,STL,VAN,1,2,1,
1993,NHL,STL,WAS,0,2,0,
1993,NHL,STL,WIN,3,3,0,
1993,NHL,TBL,ANA,1,1,0,
1993,NHL,TBL,BOS,1,1,2,
1993,NHL,TBL,BUF,2,1,1,
1993,NHL,TBL,CAL,1,1,0,
1993,NHL,TBL,CHI,1,1,0,
1993,NHL,TBL,DAL,0,1,1,
1993,NHL,TBL,DET,1,2,0,
1993,NHL,TBL,EDM,0,1,1,
1993,NHL,TBL,FLO,0,3,2,
1993,NHL,TBL,HAR,2,2,0,
1993,NHL,TBL,LAK,1,1,0,
1993,NHL,TBL,MTL,2,1,1,
1993,NHL,TBL,NJD,0,4,1,
1993,NHL,TBL,NYI,1,4,0,
1993,NHL,TBL,NYR,2,3,0,
1993,NHL,TBL,OTT,4,0,0,
1993,NHL,TBL,PHI,1,3,1,
1993,NHL,TBL,PIT,1,3,0,
1993,NHL,TBL,QUE,3,1,0,
1993,NHL,TBL,SJS,1,1,0,
1993,NHL,TBL,STL,1,1,0,
1993,NHL,TBL,TOR,2,1,0,
1993,NHL,TBL,VAN,0,2,0,
1993,NHL,TBL,WAS,1,3,1,
1993,NHL,TBL,WIN,1,1,0,
1993,NHL,TOR,ANA,1,2,1,
1993,NHL,TOR,BOS,2,0,0,
1993,NHL,TOR,BUF,0,1,1,
1993,NHL,TOR,CAL,1,3,0,
1993,NHL,TOR,CHI,3,3,0,
1993,NHL,TOR,DAL,4,1,1,
1993,NHL,TOR,DET,4,1,1,
1993,NHL,TOR,EDM,2,1,1,
1993,NHL,TOR,FLO,2,0,1,
1993,NHL,TOR,HAR,1,0,1,
1993,NHL,TOR,LAK,3,1,0,
1993,NHL,TOR,MTL,0,2,0,
1993,NHL,TOR,NJD,1,1,0,
1993,NHL,TOR,NYI,1,1,0,
1993,NHL,TOR,NYR,0,2,0,
1993,NHL,TOR,OTT,2,0,0,
1993,NHL,TOR,PHI,2,0,0,
1993,NHL,TOR,PIT,1,0,1,
1993,NHL,TOR,QUE,1,1,0,
1993,NHL,TOR,SJS,0,2,2,
1993,NHL,TOR,STL,3,2,1,
1993,NHL,TOR,TBL,1,2,0,
1993,NHL,TOR,VAN,2,2,0,
1993,NHL,TOR,WAS,2,0,0,
1993,NHL,TOR,WIN,4,1,1,
1993,NHL,VAN,ANA,3,3,0,
1993,NHL,VAN,BOS,2,0,0,
1993,NHL,VAN,BUF,0,2,0,
1993,NHL,VAN,CAL,2,4,1,
1993,NHL,VAN,CHI,3,1,0,
1993,NHL,VAN,DAL,1,3,0,
1993,NHL,VAN,DET,1,3,0,
1993,NHL,VAN,EDM,4,3,0,
1993,NHL,VAN,FLO,0,2,0,
1993,NHL,VAN,HAR,1,1,0,
1993,NHL,VAN,LAK,5,1,0,
1993,NHL,VAN,MTL,0,2,0,
1993,NHL,VAN,NJD,1,1,0,
1993,NHL,VAN,NYI,2,0,0,
1993,NHL,VAN,NYR,0,2,0,
1993,NHL,VAN,OTT,1,0,1,
1993,NHL,VAN,PHI,1,1,0,
1993,NHL,VAN,PIT,0,2,0,
1993,NHL,VAN,QUE,1,1,0,
1993,NHL,VAN,SJS,3,3,0,
1993,NHL,VAN,STL,2,1,1,
1993,NHL,VAN,TBL,2,0,0,
1993,NHL,VAN,TOR,2,2,0,
1993,NHL,VAN,WAS,0,2,0,
1993,NHL,VAN,WIN,4,0,0,
1993,NHL,WAS,ANA,2,0,0,
1993,NHL,WAS,BOS,0,4,0,
1993,NHL,WAS,BUF,2,1,1,
1993,NHL,WAS,CAL,0,1,1,
1993,NHL,WAS,CHI,2,0,0,
1993,NHL,WAS,DAL,0,2,0,
1993,NHL,WAS,DET,1,0,1,
1993,NHL,WAS,EDM,1,0,1,
1993,NHL,WAS,FLO,2,2,1,
1993,NHL,WAS,HAR,2,2,0,
1993,NHL,WAS,LAK,2,0,0,
1993,NHL,WAS,MTL,1,2,1,
1993,NHL,WAS,NJD,2,3,0,
1993,NHL,WAS,NYI,1,3,1,
1993,NHL,WAS,NYR,1,5,0,
1993,NHL,WAS,OTT,3,1,0,
1993,NHL,WAS,PHI,4,1,1,
1993,NHL,WAS,PIT,2,1,1,
1993,NHL,WAS,QUE,2,2,0,
1993,NHL,WAS,SJS,1,1,0,
1993,NHL,WAS,STL,2,0,0,
1993,NHL,WAS,TBL,3,1,1,
1993,NHL,WAS,TOR,0,2,0,
1993,NHL,WAS,VAN,2,0,0,
1993,NHL,WAS,WIN,1,1,0,
1993,NHL,WIN,ANA,0,4,0,
1993,NHL,WIN,BOS,0,2,0,
1993,NHL,WIN,BUF,1,1,0,
1993,NHL,WIN,CAL,0,4,0,
1993,NHL,WIN,CHI,2,4,0,
1993,NHL,WIN,DAL,1,3,2,
1993,NHL,WIN,DET,3,3,0,
1993,NHL,WIN,EDM,1,3,0,
1993,NHL,WIN,FLO,1,2,0,
1993,NHL,WIN,HAR,0,1,1,
1993,NHL,WIN,LAK,2,1,1,
1993,NHL,WIN,MTL,1,1,0,
1993,NHL,WIN,NJD,0,2,0,
1993,NHL,WIN,NYI,1,1,0,
1993,NHL,WIN,NYR,1,1,0,
1993,NHL,WIN,OTT,2,1,0,
1993,NHL,WIN,PHI,1,0,1,
1993,NHL,WIN,PIT,0,2,0,
1993,NHL,WIN,QUE,1,0,1,
1993,NHL,WIN,SJS,0,2,2,
1993,NHL,WIN,STL,3,3,0,
1993,NHL,WIN,TBL,1,1,0,
1993,NHL,WIN,TOR,1,4,1,
1993,NHL,WIN,VAN,0,4,0,
1993,NHL,WIN,WAS,1,1,0,
1994,NHL,ANA,CAL,3,2,0,
1994,NHL,ANA,CHI,1,3,0,
1994,NHL,ANA,DAL,0,4,0,
1994,NHL,ANA,DET,0,3,1,
