Customer No.,Exposure at Default (in lakh Rs.),Recovery (%),Probability of Default,,
5527,21.07,24.61%,0.0077,,
5528,1.99,9.52%,0.0044,,
5529,4.10,5.74%,0.0096,,
5530,2.56,31.00%,0.0051,,
5531,4.26,27.06%,0.0084,,
5532,11.07,5.71%,0.0019,,
5533,20.72,4.41%,0.0060,,
5534,24.34,10.23%,0.0015,,
5535,2.64,25.17%,0.0017,,
5536,6.12,38.76%,0.0030,,
5537,24.77,20.28%,0.0012,,
5538,16.87,13.78%,0.0036,,
5539,17.71,32.54%,0.0072,,
5540,3.27,34.77%,0.0061,,
5541,9.44,3.11%,0.0005,,
5542,15.13,39.99%,0.0006,,
5543,6.05,15.78%,0.0066,,
5544,0.73,16.19%,0.0026,,
5545,16.11,27.73%,0.0047,,
5546,18.11,12.28%,0.0084,,
5547,19.78,38.48%,0.0014,,
5548,19.29,34.07%,0.0084,,
5549,7.69,30.34%,0.0058,,
5550,3.85,20.21%,0.0081,,
5551,8.52,20.53%,0.0046,,
5552,21.72,26.04%,0.0081,,
5553,18.22,35.71%,0.0094,,
5554,4.07,33.58%,0.0088,,
5555,13.44,15.87%,0.0038,,
5556,21.17,39.96%,0.0034,,
5557,12.01,24.87%,0.0069,,
5558,17.38,9.42%,0.0045,,
5559,1.19,35.81%,0.0082,,
5560,11.06,27.35%,0.0004,,
5561,15.60,27.45%,0.0082,,
5562,20.50,6.08%,0.0070,,
5563,6.69,6.72%,0.0065,,
5564,4.21,10.68%,0.0067,,
5565,21.56,31.89%,0.0068,,
5566,8.30,16.44%,0.0049,,
5567,1.42,18.19%,0.0077,,
5568,17.86,31.03%,0.0069,,
5569,20.31,34.74%,0.0072,,
5570,5.29,3.53%,0.0015,,
5571,3.33,31.48%,0.0061,,
5572,10.10,29.25%,0.0049,,
5573,15.09,9.37%,0.0060,,
5574,5.36,26.77%,0.0089,,
5575,18.81,12.37%,0.0033,,
5576,13.05,7.96%,0.0084,,
5577,16.34,14.02%,0.0086,,
5578,22.46,20.38%,0.0007,,
5579,20.63,11.46%,0.0014,,
5580,23.97,15.28%,0.0019,,
5581,6.19,19.84%,0.0043,,
5582,10.14,36.63%,0.0088,,
5583,22.33,6.09%,0.0098,,
5584,10.59,2.31%,0.0013,,
5585,24.81,0.48%,0.0078,,
5586,15.94,7.66%,0.0028,,
5587,17.73,11.76%,0.0023,,
5588,19.79,11.46%,0.0079,,
5589,23.53,11.34%,0.0079,,
5590,21.47,28.10%,0.0069,,
5591,22.15,3.39%,0.0017,,
5592,8.26,19.19%,0.0064,,
5593,24.94,19.38%,0.0016,,
5594,15.95,21.45%,0.0062,,
5595,10.60,29.58%,0.0029,,
5596,20.35,4.15%,0.0011,,
5597,15.29,39.51%,0.0075,,
5598,6.13,34.88%,0.0013,,
5599,17.71,28.71%,0.0029,,
5600,18.41,15.62%,0.0080,,
5601,20.30,24.12%,0.0073,,
5602,17.48,18.83%,0.0051,,
5603,1.24,7.38%,0.0062,,
5604,7.58,31.71%,0.0093,,
5605,10.72,27.30%,0.0007,,
5606,12.70,19.12%,0.0091,,
5607,2.70,39.07%,0.0084,,
5608,15.62,39.44%,0.0007,,
5609,1.77,25.51%,0.0021,,
5610,17.73,17.46%,0.0062,,
5611,22.21,32.37%,0.0099,,
5612,0.33,2.89%,0.0023,,
5613,22.20,18.37%,0.0017,,
5614,3.59,3.32%,0.0029,,
5615,8.48,28.39%,0.0052,,
5616,5.38,16.81%,0.0064,,
5617,14.78,13.76%,0.0010,,
5618,7.77,12.96%,0.0086,,
5619,6.94,4.06%,0.0025,,
5620,5.40,29.52%,0.0047,,
5621,8.67,29.94%,0.0098,,
5622,20.05,37.94%,0.0009,,
5623,10.86,30.86%,0.0049,,
5624,1.04,31.93%,0.0088,,
5625,8.33,12.70%,0.0052,,
5626,22.82,3.83%,0.0052,,
5627,0.62,28.81%,0.0013,,
5628,8.19,7.15%,0.0076,,
5629,19.67,8.93%,0.0018,,
5630,21.87,16.51%,0.0086,,
5631,9.28,29.55%,0.0006,,
5632,21.95,8.66%,0.0016,,
5633,0.64,12.05%,0.0016,,
5634,24.47,27.99%,0.0092,,
5635,15.91,22.01%,0.0061,,
5636,9.21,18.26%,0.0017,,
5637,22.46,0.26%,0.0039,,
5638,6.34,33.78%,0.0033,,
5639,6.35,14.98%,0.0091,,
5640,18.59,6.37%,0.0084,,
5641,13.42,30.99%,0.0072,,
5642,6.72,26.79%,0.0093,,
5643,10.34,30.87%,0.0037,,
5644,15.52,10.92%,0.0069,,
5645,6.45,19.47%,0.0059,,
5646,16.90,6.05%,0.0082,,
5647,19.69,17.79%,0.0022,,
5648,14.00,22.41%,0.0059,,
5649,16.83,10.28%,0.0064,,
5650,22.98,23.20%,0.0005,,
5651,7.78,23.29%,0.0055,,
5652,15.28,25.76%,0.0078,,
5653,18.14,11.78%,0.0096,,
5654,4.34,19.96%,0.0084,,
5655,0.23,39.46%,0.0071,,
5656,24.87,8.66%,0.0074,,
5657,20.66,5.10%,0.0061,,
5658,2.20,27.63%,0.0000,,
5659,7.87,24.97%,0.0021,,
5660,24.31,26.14%,0.0086,,
5661,14.26,39.76%,0.0006,,
5662,13.87,23.51%,0.0072,,
5663,10.92,11.27%,0.0034,,
5664,24.79,10.71%,0.0068,,
5665,18.19,27.24%,0.0012,,
5666,5.16,8.24%,0.0089,,
5667,18.40,1.19%,0.0011,,
5668,11.53,15.46%,0.0026,,
5669,4.30,15.06%,0.0075,,
5670,9.22,37.03%,0.0036,,
5671,15.41,9.95%,0.0065,,
5672,20.96,25.90%,0.0000,,
5673,2.68,2.31%,0.0048,,
5674,24.64,15.30%,0.0000,,
5675,20.56,20.25%,0.0040,,
5676,8.45,5.94%,0.0006,,
5677,11.03,11.26%,0.0004,,
5678,17.70,1.19%,0.0030,,
5679,20.47,0.39%,0.0016,,
5680,20.37,12.75%,0.0100,,
5681,20.82,27.15%,0.0042,,
5682,23.36,1.98%,0.0084,,
5683,9.79,5.49%,0.0069,,
5684,0.31,21.64%,0.0009,,
5685,18.43,39.06%,0.0062,,
5686,10.97,7.34%,0.0014,,
5687,13.92,8.88%,0.0044,,
5688,2.04,0.09%,0.0039,,
5689,23.82,35.48%,0.0003,,
5690,14.41,9.64%,0.0092,,
5691,10.99,9.24%,0.0076,,
5692,0.77,20.12%,0.0002,,
5693,17.83,5.92%,0.0082,,
5694,10.22,27.71%,0.0096,,
5695,10.89,23.04%,0.0097,,
5696,6.32,30.13%,0.0032,,
5697,14.43,7.90%,0.0096,,
5698,7.71,7.85%,0.0013,,
5699,15.50,7.27%,0.0065,,
5700,4.45,10.46%,0.0071,,
5701,23.23,30.60%,0.0034,,
5702,6.07,6.58%,0.0014,,
5703,13.15,13.73%,0.0079,,
5704,20.13,31.16%,0.0014,,
5705,2.41,5.90%,0.0058,,
5706,12.88,27.88%,0.0093,,
5707,24.86,2.44%,0.0020,,
5708,12.38,1.79%,0.0098,,
5709,18.56,28.55%,0.0090,,
5710,4.91,17.98%,0.0047,,
5711,24.84,9.33%,0.0069,,
5712,15.73,17.24%,0.0060,,
5713,2.15,3.95%,0.0084,,
5714,8.02,14.36%,0.0062,,
5715,2.93,39.81%,0.0027,,
5716,23.26,6.87%,0.0074,,
5717,1.69,7.08%,0.0059,,
5718,9.77,37.47%,0.0054,,
5719,10.63,4.86%,0.0003,,
5720,18.90,14.48%,0.0098,,
5721,19.01,4.18%,0.0085,,
5722,9.60,28.71%,0.0035,,
5723,9.92,17.40%,0.0019,,
5724,9.96,16.01%,0.0078,,
5725,11.78,16.24%,0.0044,,
5726,10.49,14.81%,0.0024,,
5727,8.13,30.66%,0.0008,,
5728,1.59,6.61%,0.0036,,
5729,17.93,33.23%,0.0090,,
5730,14.71,21.23%,0.0018,,
5731,20.43,21.30%,0.0034,,
5732,11.43,27.43%,0.0035,,
5733,22.59,15.96%,0.0080,,
5734,21.19,4.78%,0.0042,,
5735,10.84,33.95%,0.0046,,
5736,20.76,18.37%,0.0085,,
5737,15.53,16.83%,0.0059,,
5738,11.58,2.68%,0.0043,,
5739,7.45,38.99%,0.0054,,
5740,5.80,33.37%,0.0084,,
5741,10.09,17.78%,0.0091,,
5742,8.76,2.19%,0.0022,,
5743,12.70,34.92%,0.0011,,
5744,15.34,23.16%,0.0097,,
5745,7.39,33.89%,0.0087,,
5746,19.89,28.22%,0.0035,,
5747,9.99,12.44%,0.0081,,
5748,11.03,1.35%,0.0020,,
5749,24.70,37.75%,0.0073,,
5750,6.16,34.38%,0.0078,,
5751,10.74,38.50%,0.0016,,
5752,11.16,30.30%,0.0015,,
5753,12.70,12.44%,0.0008,,
5754,3.68,31.38%,0.0028,,
5755,3.84,25.82%,0.0034,,
5756,11.43,38.62%,0.0068,,
5757,23.45,35.91%,0.0023,,
5758,5.77,14.98%,0.0093,,
5759,4.78,24.78%,0.0032,,
5760,10.87,10.82%,0.0004,,
5761,24.96,13.75%,0.0035,,
5762,18.19,15.59%,0.0078,,
5763,24.26,11.35%,0.0036,,
5764,11.92,22.20%,0.0028,,
5765,13.87,7.18%,0.0075,,
5766,3.56,2.63%,0.0014,,
5767,20.66,19.11%,0.0033,,
5768,16.43,6.84%,0.0053,,
5769,14.61,13.14%,0.0083,,
5770,10.07,15.69%,0.0096,,
5771,1.97,11.48%,0.0048,,
5772,11.86,21.12%,0.0001,,
5773,6.94,17.14%,0.0073,,
5774,15.07,11.60%,0.0072,,
5775,17.98,33.79%,0.0078,,
5776,6.74,28.21%,0.0084,,
5777,5.32,17.99%,0.0016,,
5778,6.95,12.59%,0.0064,,
5779,8.99,8.73%,0.0029,,
5780,24.70,37.66%,0.0070,,
5781,17.84,8.20%,0.0070,,
5782,16.97,12.48%,0.0035,,
5783,24.49,5.55%,0.0045,,
5784,15.26,20.86%,0.0050,,
5785,0.80,6.74%,0.0092,,
5786,9.53,38.45%,0.0039,,
5787,19.11,2.43%,0.0098,,
5788,16.49,1.77%,0.0027,,
5789,19.08,4.87%,0.0063,,
5790,3.87,25.46%,0.0041,,
5791,7.87,13.96%,0.0009,,
5792,24.41,8.09%,0.0074,,
5793,17.55,37.97%,0.0035,,
5794,4.85,16.40%,0.0065,,
5795,0.38,21.34%,0.0082,,
5796,22.87,23.42%,0.0027,,
5797,23.59,35.55%,0.0069,,
5798,2.37,30.08%,0.0080,,
5799,5.93,3.54%,0.0041,,
5800,21.28,5.63%,0.0059,,
5801,20.21,28.69%,0.0089,,
5802,23.02,37.79%,0.0083,,
5803,10.71,13.80%,0.0032,,
5804,13.79,16.13%,0.0003,,
5805,12.76,20.79%,0.0006,,
5806,14.41,23.92%,0.0035,,
5807,11.83,30.82%,0.0033,,
5808,12.34,22.81%,0.0035,,
5809,16.01,32.64%,0.0057,,
5810,22.11,31.93%,0.0007,,
5811,5.25,19.46%,0.0068,,
5812,20.92,0.72%,0.0065,,
5813,0.39,37.57%,0.0021,,
5814,9.99,11.48%,0.0082,,
5815,12.92,0.36%,0.0044,,
5816,14.78,3.97%,0.0065,,
5817,9.74,39.12%,0.0026,,
5818,4.37,1.94%,0.0010,,
5819,5.52,5.87%,0.0031,,
5820,15.73,25.68%,0.0031,,
5821,23.49,5.56%,0.0039,,
5822,22.32,24.44%,0.0013,,
5823,11.03,6.69%,0.0032,,
5824,8.69,6.07%,0.0089,,
5825,12.21,38.69%,0.0058,,
5826,13.55,37.28%,0.0071,,
5827,19.86,4.04%,0.0043,,
5828,15.59,21.24%,0.0027,,
5829,21.07,32.62%,0.0045,,
5830,14.14,10.88%,0.0001,,
5831,11.10,11.07%,0.0078,,
5832,22.64,16.60%,0.0047,,
5833,4.16,35.58%,0.0087,,
5834,14.70,24.68%,0.0077,,
5835,6.61,14.03%,0.0018,,
5836,24.93,29.84%,0.0065,,
5837,17.38,26.92%,0.0037,,
5838,22.75,39.85%,0.0096,,
5839,8.86,3.56%,0.0044,,
5840,1.40,33.84%,0.0063,,
5841,17.06,18.80%,0.0051,,
5842,24.86,19.96%,0.0044,,
5843,9.51,0.82%,0.0066,,
5844,4.73,37.89%,0.0034,,
5845,18.10,10.31%,0.0028,,
5846,0.39,11.04%,0.0090,,
5847,14.29,38.93%,0.0043,,
5848,22.90,30.34%,0.0076,,
5849,3.97,36.13%,0.0077,,
5850,5.84,11.07%,0.0015,,
5851,21.23,32.91%,0.0000,,
5852,6.50,9.41%,0.0054,,
5853,18.07,18.67%,0.0097,,
5854,8.01,28.97%,0.0092,,
5855,20.64,20.99%,0.0074,,
5856,20.53,36.93%,0.0080,,
5857,22.73,0.21%,0.0056,,
5858,4.32,23.94%,0.0095,,
5859,8.79,16.94%,0.0074,,
5860,11.72,2.73%,0.0044,,
5861,4.90,7.61%,0.0012,,
5862,7.67,22.18%,0.0024,,
5863,9.78,23.11%,0.0013,,
5864,9.56,4.17%,0.0013,,
5865,6.05,27.72%,0.0084,,
5866,17.44,19.79%,0.0075,,
5867,2.91,36.59%,0.0022,,
5868,4.82,0.25%,0.0066,,
5869,11.25,11.25%,0.0042,,
5870,6.15,20.98%,0.0093,,
5871,6.33,6.10%,0.0028,,
5872,4.53,36.55%,0.0000,,
5873,15.12,22.73%,0.0018,,
5874,19.51,6.09%,0.0013,,
5875,18.78,17.68%,0.0068,,
5876,2.17,37.32%,0.0014,,
5877,3.39,39.48%,0.0073,,
5878,17.92,15.75%,0.0073,,
5879,12.63,7.26%,0.0037,,
5880,20.77,13.64%,0.0003,,
5881,15.10,38.79%,0.0095,,
5882,3.38,37.58%,0.0007,,
5883,0.09,13.70%,0.0015,,
5884,8.95,3.92%,0.0009,,
5885,8.71,24.59%,0.0010,,
5886,11.31,8.52%,0.0077,,
5887,20.77,17.81%,0.0084,,
5888,11.51,39.90%,0.0055,,
5889,8.03,31.23%,0.0032,,
5890,11.35,8.64%,0.0086,,
5891,0.51,34.26%,0.0004,,
5892,23.62,38.47%,0.0024,,
5893,19.81,34.49%,0.0087,,
5894,9.26,39.10%,0.0007,,
5895,10.68,2.35%,0.0077,,
5896,6.00,16.11%,0.0041,,
5897,24.37,11.71%,0.0023,,
5898,17.77,33.67%,0.0053,,
5899,10.28,25.10%,0.0002,,
5900,20.75,21.99%,0.0081,,
5901,20.51,6.87%,0.0000,,
5902,9.12,16.68%,0.0081,,
5903,5.54,35.23%,0.0017,,
5904,24.48,39.25%,0.0051,,
5905,6.66,5.93%,0.0009,,
5906,6.53,23.48%,0.0025,,
5907,14.35,1.23%,0.0038,,
5908,15.26,3.18%,0.0085,,
5909,18.68,1.72%,0.0029,,
5910,8.72,9.58%,0.0087,,
5911,15.32,26.63%,0.0033,,
5912,17.67,13.00%,0.0069,,
5913,12.54,23.69%,0.0018,,
5914,22.04,19.00%,0.0067,,
5915,3.57,26.85%,0.0085,,
5916,5.72,21.96%,0.0075,,
5917,11.67,36.95%,0.0045,,
5918,12.86,30.56%,0.0074,,
5919,16.96,31.17%,0.0021,,
5920,10.09,38.83%,0.0050,,
5921,10.35,34.22%,0.0065,,
5922,15.58,32.06%,0.0095,,
5923,11.88,35.59%,0.0010,,
5924,13.41,36.21%,0.0013,,
5925,10.32,7.40%,0.0092,,
5926,11.35,5.69%,0.0051,,
5927,9.23,34.60%,0.0057,,
5928,8.55,16.09%,0.0070,,
5929,19.09,24.50%,0.0027,,
5930,20.83,7.61%,0.0016,,
5931,10.03,37.34%,0.0042,,
5932,17.31,1.06%,0.0015,,
5933,23.82,1.33%,0.0089,,
5934,1.82,35.03%,0.0003,,
5935,8.91,11.46%,0.0092,,
5936,5.96,29.52%,0.0045,,
5937,13.97,34.72%,0.0007,,
5938,3.95,19.83%,0.0096,,
5939,7.95,13.92%,0.0054,,
5940,8.92,26.56%,0.0035,,
5941,11.78,11.89%,0.0060,,
5942,10.70,27.45%,0.0008,,
5943,2.83,32.00%,0.0042,,
5944,9.80,36.65%,0.0037,,
5945,11.11,23.82%,0.0066,,
5946,19.82,39.62%,0.0079,,
5947,16.21,28.82%,0.0016,,
5948,7.95,16.94%,0.0055,,
5949,10.87,22.49%,0.0046,,
5950,15.04,21.42%,0.0048,,
5951,22.11,25.42%,0.0061,,
5952,19.59,2.10%,0.0045,,
5953,3.83,9.01%,0.0084,,
5954,4.27,36.20%,0.0055,,
5955,17.34,13.20%,0.0020,,
5956,5.27,24.30%,0.0038,,
5957,2.70,8.37%,0.0037,,
5958,13.90,14.01%,0.0088,,
5959,11.17,35.37%,0.0091,,
5960,1.22,12.23%,0.0009,,
5961,9.38,7.20%,0.0097,,
5962,23.37,35.43%,0.0093,,
5963,9.57,39.04%,0.0053,,
5964,21.00,11.99%,0.0032,,
5965,23.91,8.12%,0.0078,,
5966,0.17,6.56%,0.0074,,
5967,13.29,1.94%,0.0057,,
5968,16.02,3.47%,0.0097,,
5969,24.28,18.29%,0.0019,,
5970,22.37,33.21%,0.0008,,
5971,1.48,33.93%,0.0028,,
5972,0.31,25.91%,0.0017,,
5973,20.04,24.01%,0.0020,,
5974,12.03,18.21%,0.0038,,
5975,6.42,6.98%,0.0008,,
5976,9.79,18.00%,0.0052,,
5977,2.55,37.42%,0.0084,,
5978,16.62,7.50%,0.0070,,
5979,15.57,16.89%,0.0079,,
5980,3.97,9.93%,0.0030,,
5981,21.03,22.57%,0.0040,,
5982,21.54,37.12%,0.0061,,
5983,24.02,36.87%,0.0018,,
5984,13.48,6.58%,0.0078,,
5985,3.64,5.94%,0.0070,,
5986,24.01,25.54%,0.0079,,
5987,19.05,17.16%,0.0088,,
5988,21.30,18.44%,0.0022,,
5989,21.26,4.25%,0.0043,,
5990,8.88,39.01%,0.0029,,
5991,0.58,28.60%,0.0087,,
5992,17.38,23.63%,0.0034,,
5993,4.77,17.77%,0.0058,,
5994,15.18,34.86%,0.0027,,
5995,4.81,25.95%,0.0034,,
5996,24.40,35.37%,0.0006,,
5997,12.98,38.87%,0.0015,,
5998,14.67,25.60%,0.0053,,
5999,6.50,34.85%,0.0065,,
6000,21.67,11.65%,0.0038,,
6001,14.73,23.18%,0.0088,,
6002,1.63,20.46%,0.0019,,
6003,21.26,5.64%,0.0067,,
6004,9.33,10.66%,0.0076,,
6005,1.92,24.88%,0.0077,,
6006,0.65,9.19%,0.0056,,
6007,0.10,17.73%,0.0068,,
6008,23.95,34.49%,0.0089,,
6009,0.15,18.78%,0.0036,,
6010,22.19,19.47%,0.0052,,
6011,10.06,35.48%,0.0099,,
6012,12.90,13.21%,0.0098,,
6013,2.78,9.97%,0.0059,,
6014,3.58,35.36%,0.0073,,
6015,11.88,17.44%,0.0077,,
6016,1.07,0.97%,0.0094,,
6017,4.08,38.26%,0.0042,,
6018,11.19,15.02%,0.0091,,
6019,15.26,3.04%,0.0077,,
6020,16.22,2.15%,0.0049,,
6021,22.23,29.13%,0.0029,,
6022,19.60,12.64%,0.0000,,
6023,11.06,36.48%,0.0090,,
6024,8.09,39.44%,0.0009,,
6025,20.78,7.55%,0.0052,,
6026,4.52,17.52%,0.0080,,
6027,11.26,10.40%,0.0065,,
6028,20.81,1.19%,0.0069,,
6029,14.16,29.47%,0.0017,,
6030,21.24,9.31%,0.0056,,
6031,15.29,1.53%,0.0027,,
6032,9.98,2.89%,0.0081,,
6033,18.05,1.57%,0.0099,,
6034,19.37,16.70%,0.0025,,
6035,1.01,14.67%,0.0042,,
6036,9.26,27.92%,0.0081,,
6037,20.16,29.64%,0.0054,,
6038,15.17,0.90%,0.0081,,
6039,24.23,2.76%,0.0093,,
6040,22.94,35.93%,0.0095,,
6041,17.21,15.42%,0.0054,,
6042,24.69,32.31%,0.0018,,
6043,4.31,9.47%,0.0083,,
6044,12.08,23.31%,0.0084,,
6045,24.49,3.29%,0.0033,,
6046,9.91,4.80%,0.0085,,
6047,24.17,25.70%,0.0098,,
6048,4.65,24.87%,0.0087,,
6049,16.61,11.93%,0.0036,,
6050,17.30,2.16%,0.0072,,
6051,14.27,30.72%,0.0023,,
6052,8.14,23.76%,0.0019,,
6053,8.64,12.41%,0.0069,,
6054,7.35,26.39%,0.0042,,
6055,1.88,7.84%,0.0004,,
6056,15.59,22.31%,0.0081,,
6057,17.03,20.59%,0.0047,,
6058,14.85,32.99%,0.0014,,
6059,16.10,25.22%,0.0003,,
6060,11.94,29.87%,0.0010,,
6061,19.58,29.55%,0.0043,,
6062,7.28,39.13%,0.0037,,
6063,13.31,22.79%,0.0093,,
6064,11.87,29.05%,0.0055,,
6065,20.49,35.52%,0.0005,,
6066,14.42,34.87%,0.0027,,
6067,23.43,17.38%,0.0001,,
6068,5.93,29.01%,0.0022,,
6069,5.15,27.93%,0.0042,,
6070,24.35,17.40%,0.0050,,
6071,1.99,15.11%,0.0010,,
6072,16.75,22.81%,0.0048,,
6073,6.70,5.37%,0.0057,,
6074,6.46,13.50%,0.0092,,
6075,21.63,3.80%,0.0086,,
6076,4.07,13.49%,0.0070,,
6077,19.21,24.65%,0.0083,,
6078,16.19,11.27%,0.0021,,
6079,13.04,14.54%,0.0064,,
6080,3.31,25.22%,0.0034,,
6081,12.71,23.50%,0.0075,,
6082,21.81,37.58%,0.0050,,
6083,18.44,28.83%,0.0005,,
6084,8.85,32.41%,0.0063,,
6085,5.18,0.53%,0.0010,,
6086,4.56,4.23%,0.0062,,
6087,15.39,2.37%,0.0075,,
6088,12.22,22.13%,0.0099,,
6089,19.37,14.44%,0.0075,,
6090,13.01,16.39%,0.0054,,
6091,9.41,12.44%,0.0015,,
6092,12.40,19.95%,0.0097,,
6093,1.70,5.68%,0.0066,,
6094,4.84,22.19%,0.0051,,
6095,2.98,3.99%,0.0056,,
6096,15.58,17.51%,0.0022,,
6097,13.77,5.87%,0.0020,,
6098,2.90,8.19%,0.0029,,
6099,15.56,15.05%,0.0024,,
6100,15.16,1.16%,0.0014,,
6101,6.59,12.45%,0.0094,,
6102,1.67,8.66%,0.0076,,
6103,19.49,26.06%,0.0028,,
6104,16.46,5.28%,0.0036,,
6105,15.11,15.04%,0.0009,,
6106,9.98,33.20%,0.0026,,
6107,19.80,8.40%,0.0037,,
6108,12.26,17.48%,0.0068,,
6109,7.58,39.63%,0.0010,,
6110,12.38,33.85%,0.0081,,
6111,11.86,34.70%,0.0005,,
6112,20.25,9.50%,0.0023,,
6113,4.24,37.72%,0.0034,,
6114,24.59,18.31%,0.0088,,
6115,5.89,39.66%,0.0039,,
6116,14.56,25.05%,0.0068,,
6117,8.47,23.85%,0.0050,,
6118,16.87,5.33%,0.0060,,
6119,24.11,36.30%,0.0024,,
6120,9.38,27.61%,0.0034,,
6121,19.74,33.91%,0.0099,,
6122,16.04,17.67%,0.0037,,
6123,4.31,25.11%,0.0064,,
6124,21.42,23.66%,0.0073,,
6125,8.81,32.55%,0.0020,,
6126,11.40,3.88%,0.0055,,
6127,23.09,3.77%,0.0086,,
6128,1.49,1.91%,0.0098,,
6129,5.92,21.76%,0.0080,,
6130,19.15,3.36%,0.0094,,
6131,7.72,17.99%,0.0026,,
6132,6.82,29.38%,0.0055,,
6133,18.67,18.12%,0.0076,,
6134,24.79,21.85%,0.0085,,
6135,12.58,11.11%,0.0043,,
6136,6.28,36.32%,0.0003,,
6137,24.63,22.19%,0.0049,,
6138,20.52,33.09%,0.0078,,
6139,19.79,28.78%,0.0051,,
6140,20.74,17.10%,0.0013,,
6141,5.61,21.58%,0.0010,,
6142,5.60,25.23%,0.0020,,
6143,7.17,5.78%,0.0063,,
6144,6.68,0.33%,0.0032,,
6145,15.46,4.92%,0.0003,,
6146,16.12,3.72%,0.0093,,
6147,3.46,9.32%,0.0028,,
6148,12.14,20.20%,0.0074,,
6149,23.42,8.11%,0.0094,,
6150,16.42,17.06%,0.0069,,
6151,9.65,18.06%,0.0019,,
6152,19.46,29.26%,0.0040,,
6153,12.72,27.14%,0.0007,,
6154,0.76,8.09%,0.0008,,
6155,6.03,1.60%,0.0006,,
6156,13.06,38.03%,0.0037,,
6157,19.59,3.25%,0.0032,,
6158,18.99,15.93%,0.0036,,
6159,12.25,13.39%,0.0040,,
6160,11.20,34.64%,0.0021,,
6161,12.67,36.52%,0.0040,,
6162,14.06,35.81%,0.0040,,
6163,15.37,2.51%,0.0017,,
6164,0.33,34.32%,0.0002,,
6165,15.13,4.35%,0.0012,,
6166,13.03,36.55%,0.0068,,
6167,15.53,38.31%,0.0095,,
6168,21.51,34.86%,0.0002,,
6169,11.99,8.24%,0.0052,,
6170,15.18,20.32%,0.0074,,
6171,8.82,17.20%,0.0059,,
6172,17.08,39.10%,0.0061,,
6173,0.27,25.26%,0.0097,,
6174,15.21,16.67%,0.0020,,
6175,18.44,26.63%,0.0088,,
6176,16.34,4.40%,0.0060,,
6177,5.54,29.69%,0.0025,,
6178,10.23,2.25%,0.0022,,
6179,10.60,19.30%,0.0030,,
6180,14.07,21.04%,0.0004,,
6181,24.65,15.95%,0.0099,,
6182,0.40,22.36%,0.0095,,
6183,15.66,20.86%,0.0073,,
6184,15.25,7.90%,0.0026,,
6185,14.38,18.32%,0.0022,,
6186,11.35,13.33%,0.0027,,
6187,22.72,14.54%,0.0015,,
6188,21.75,5.99%,0.0073,,
6189,19.98,0.15%,0.0008,,
6190,5.58,4.33%,0.0065,,
6191,1.76,23.82%,0.0030,,
6192,24.28,7.92%,0.0059,,
6193,4.91,8.73%,0.0072,,
6194,11.03,28.36%,0.0084,,
6195,16.85,32.17%,0.0019,,
6196,5.06,14.02%,0.0031,,
6197,8.85,31.54%,0.0077,,
6198,22.45,29.68%,0.0006,,
6199,3.23,8.03%,0.0073,,
6200,23.87,2.55%,0.0063,,
6201,8.91,24.87%,0.0027,,
6202,14.98,8.86%,0.0097,,
6203,5.07,9.86%,0.0013,,
6204,23.35,19.44%,0.0088,,
6205,23.98,18.76%,0.0036,,
6206,2.28,20.91%,0.0002,,
6207,10.58,14.83%,0.0025,,
6208,24.92,30.98%,0.0080,,
6209,15.39,3.81%,0.0066,,
6210,4.21,21.98%,0.0061,,
6211,7.50,16.69%,0.0052,,
6212,18.53,3.60%,0.0047,,
6213,3.91,10.14%,0.0043,,
6214,6.63,21.03%,0.0065,,
6215,24.35,35.60%,0.0082,,
6216,0.90,13.88%,0.0099,,
6217,3.41,24.98%,0.0008,,
6218,1.77,35.08%,0.0001,,
6219,5.41,10.52%,0.0072,,
6220,2.72,35.97%,0.0053,,
6221,9.88,23.19%,0.0052,,
6222,4.92,4.89%,0.0037,,
6223,5.72,35.46%,0.0050,,
6224,13.64,17.89%,0.0030,,
6225,13.45,21.87%,0.0081,,
6226,19.17,8.10%,0.0032,,
6227,17.14,32.04%,0.0088,,
6228,17.93,7.20%,0.0043,,
6229,22.34,12.23%,0.0022,,
6230,19.00,39.93%,0.0014,,
6231,10.03,32.77%,0.0034,,
6232,0.29,25.33%,0.0054,,
6233,14.93,26.83%,0.0012,,
6234,19.98,39.07%,0.0012,,
6235,0.55,4.66%,0.0010,,
6236,21.85,28.26%,0.0015,,
6237,16.43,2.64%,0.0015,,
6238,8.07,32.85%,0.0083,,
6239,6.21,5.00%,0.0078,,
6240,11.50,17.18%,0.0077,,
6241,19.88,36.14%,0.0093,,
6242,5.81,35.43%,0.0056,,
6243,11.57,29.07%,0.0069,,
6244,5.44,17.19%,0.0003,,
6245,9.72,0.16%,0.0051,,
6246,7.03,2.52%,0.0068,,
6247,23.59,31.19%,0.0031,,
6248,24.77,35.74%,0.0043,,
6249,13.98,11.42%,0.0023,,
6250,0.52,12.94%,0.0067,,
6251,22.89,12.82%,0.0073,,
6252,6.99,29.86%,0.0093,,
6253,1.62,8.20%,0.0072,,
6254,7.56,35.60%,0.0060,,
6255,8.76,19.36%,0.0004,,
6256,24.93,32.67%,0.0019,,
6257,11.99,31.69%,0.0059,,
6258,23.37,36.60%,0.0039,,
6259,20.92,20.52%,0.0054,,
6260,15.58,29.09%,0.0039,,
